spec_id,module,outcome,term,horizon,coef,std_err,p_value,nobs,effect_std,controls,data_hash,q_value
A_linear_gdppc_growth_5y_d_efw_summary,A,gdppc_growth_5y,d_efw_summary,0,0.058654993290245296,0.01027220797808636,1.5864193736447874e-08,972,0.03276268543382905,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,2.6810487414596906e-06
A_linear_gdppc_growth_5y_d_efw_summary,A,gdppc_growth_5y,d_efw_summary,1,0.012397734409189872,0.011749436695301738,0.2917236276565891,834,0.006924953013471694,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6585901837195639
A_linear_gdppc_growth_5y_d_efw_summary,A,gdppc_growth_5y,d_efw_summary,2,0.008860142584994643,0.01298277991460988,0.495248766499621,691,0.00494897447135721,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.752997798819243
A_linear_gdppc_growth_5y_d_efw_summary,A,gdppc_growth_5y,d_efw_summary,3,-0.01979012403983507,0.015017343613906256,0.1883058845762695,551,-0.011054090576827392,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6494631529263173
A_linear_gdppc_growth_5y_d_efw_area1,A,gdppc_growth_5y,d_efw_area1,0,0.004469321574340947,0.005328836377544287,0.4018829350790383,972,0.0046149502812252545,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6929710014614932
A_linear_gdppc_growth_5y_d_efw_area1,A,gdppc_growth_5y,d_efw_area1,1,-0.003228769947149815,0.005811787258321269,0.5786997082019765,834,-0.0033339764274643757,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.81097753712764
A_linear_gdppc_growth_5y_d_efw_area1,A,gdppc_growth_5y,d_efw_area1,2,-0.003911390512490784,0.006085427430213968,0.5206646356415139,691,-0.004038839552122169,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7718624861703144
A_linear_gdppc_growth_5y_d_efw_area1,A,gdppc_growth_5y,d_efw_area1,3,0.005381841052281647,0.006706704770468599,0.42275706551995307,551,0.0055572033617651015,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.700450432086981
A_linear_gdppc_growth_5y_d_efw_area2,A,gdppc_growth_5y,d_efw_area2,0,0.0209874607571675,0.0069648452771478185,0.0026645664399795876,972,0.011044730470160436,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.0865797012633444
A_linear_gdppc_growth_5y_d_efw_area2,A,gdppc_growth_5y,d_efw_area2,1,0.006797370505961004,0.008318568059614565,0.4141424328260994,834,0.003577141895001195,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6929710014614932
A_linear_gdppc_growth_5y_d_efw_area2,A,gdppc_growth_5y,d_efw_area2,2,0.0018953056359475346,0.009509129250774967,0.8420928891298574,691,0.0009974117474153032,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9432715634189632
A_linear_gdppc_growth_5y_d_efw_area2,A,gdppc_growth_5y,d_efw_area2,3,0.011992710977657016,0.009931422411307646,0.2279208135323305,551,0.006311209435353937,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6559424983627763
A_linear_gdppc_growth_5y_d_efw_area3,A,gdppc_growth_5y,d_efw_area3,0,0.013892579745568616,0.0035693056089422985,0.00010751350793491987,972,0.02186189701051663,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.004542445710250365
A_linear_gdppc_growth_5y_d_efw_area3,A,gdppc_growth_5y,d_efw_area3,1,0.002313828481539845,0.003238573380633727,0.4751913892786659,834,0.003641129357530549,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7418243037759423
A_linear_gdppc_growth_5y_d_efw_area3,A,gdppc_growth_5y,d_efw_area3,2,0.0020294952174230744,0.004270025454349846,0.6347758604422811,691,0.00319369161374019,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.8231170509701509
A_linear_gdppc_growth_5y_d_efw_area3,A,gdppc_growth_5y,d_efw_area3,3,-0.007323775153557619,0.003923393185674624,0.06266314253635263,551,-0.011524973839817538,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.45424090713468807
A_linear_gdppc_growth_5y_d_efw_area4,A,gdppc_growth_5y,d_efw_area4,0,0.00862861320593063,0.005367278616620195,0.10834160014951033,899,0.009567154298962507,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.5009786363483659
A_linear_gdppc_growth_5y_d_efw_area4,A,gdppc_growth_5y,d_efw_area4,1,0.004412448550398565,0.0047771768364184555,0.3560309955717109,764,0.004892394074273897,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6837413437683995
A_linear_gdppc_growth_5y_d_efw_area4,A,gdppc_growth_5y,d_efw_area4,2,0.005046556470372407,0.004221620626079431,0.2325072936128061,631,0.0055954744149727025,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6559424983627763
A_linear_gdppc_growth_5y_d_efw_area4,A,gdppc_growth_5y,d_efw_area4,3,-0.0017804813075008694,0.006514054277869738,0.7847478772323102,507,-0.0019741456696159934,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.929479578336487
A_linear_gdppc_growth_5y_d_efw_area5,A,gdppc_growth_5y,d_efw_area5,0,0.020616605296824225,0.0074392866606826724,0.005712160046055903,967,0.01419152682866142,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.12066938097293095
A_linear_gdppc_growth_5y_d_efw_area5,A,gdppc_growth_5y,d_efw_area5,1,0.007242383447571184,0.006691045103341546,0.27946622715916547,829,0.0049853250581215775,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6585901837195639
A_linear_gdppc_growth_5y_d_efw_area5,A,gdppc_growth_5y,d_efw_area5,2,-0.0014543037077311147,0.00837692507083922,0.8622398467777415,686,-0.0010010760640825327,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.946224247437911
A_linear_gdppc_growth_5y_d_efw_area5,A,gdppc_growth_5y,d_efw_area5,3,-0.021913346399818536,0.010159923325835133,0.03161023165741805,546,-0.015084144012141502,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.3338830718814782
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_pos,0,0.04782801592814186,0.01610786195072365,0.0030738355478110435,972,0.018265615861815323,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.0865797012633444
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_neg,0,0.07816229132849908,0.02714422573047589,0.0040882139195206335,972,0.023270123012410764,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.09870116462842672
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_pos,1,0.0010303066920829718,0.019295711419789578,0.9574325787527409,834,0.0003934762061993053,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9893101785676732
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_neg,1,0.036194933232704174,0.028595066335596584,0.20603279197836422,834,0.01077579142621578,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6552544572006377
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_pos,2,-0.0037500798695304523,0.017988671098392386,0.8349425918700899,691,-0.0014321630746899966,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9432715634189632
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_neg,2,0.03644569123866947,0.020683827553160488,0.07863712980015825,691,0.01085044596289812,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.4776621623219847
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_pos,3,-0.001028266145041918,0.02113875143451658,0.9612271988212451,551,-0.00039269691716386113,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9893101785676732
A_asym_gdppc_growth_5y,A,gdppc_growth_5y,d_efw_summary_neg,3,-0.06276972472811111,0.04632565333685651,0.17618154296747401,551,-0.01868751786893599,"lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6203058491979815
A_linear_pwt_tfp_growth_5y_d_efw_summary,A,pwt_tfp_growth_5y,d_efw_summary,0,0.03602759336057082,0.014395379418632002,0.0126271428608693,648,0.02012378899046931,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.20023263882675268
A_linear_pwt_tfp_growth_5y_d_efw_summary,A,pwt_tfp_growth_5y,d_efw_summary,1,0.01009599928132088,0.011665181224092208,0.38726744657760315,542,0.005639282012314025,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6929710014614932
A_linear_pwt_tfp_growth_5y_d_efw_summary,A,pwt_tfp_growth_5y,d_efw_summary,2,0.002626760100890761,0.014665695691907604,0.8579639586377521,438,0.001467218902741386,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.946224247437911
A_linear_pwt_tfp_growth_5y_d_efw_summary,A,pwt_tfp_growth_5y,d_efw_summary,3,-0.006306305110140887,0.012299807214511372,0.6086010672187316,340,-0.003522487668712347,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.8119337408967178
A_linear_pwt_tfp_growth_5y_d_efw_area1,A,pwt_tfp_growth_5y,d_efw_area1,0,-0.0017700152339932137,0.007036560620494899,0.8014908122034754,648,-0.0018276895421414179,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.929479578336487
A_linear_pwt_tfp_growth_5y_d_efw_area1,A,pwt_tfp_growth_5y,d_efw_area1,1,0.0039883578100860404,0.007568993756105546,0.5985171686147792,542,0.004118314757871881,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.8119337408967178
A_linear_pwt_tfp_growth_5y_d_efw_area1,A,pwt_tfp_growth_5y,d_efw_area1,2,-0.003026402171832422,0.01182045885038568,0.7980894898777895,438,-0.003125014685491345,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.929479578336487
A_linear_pwt_tfp_growth_5y_d_efw_area1,A,pwt_tfp_growth_5y,d_efw_area1,3,0.0018444719691846291,0.006697849087432999,0.7832487747759749,340,0.001904572381135031,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.929479578336487
A_linear_pwt_tfp_growth_5y_d_efw_area2,A,pwt_tfp_growth_5y,d_efw_area2,0,0.007097515309901046,0.006733415998773019,0.29233412992888796,648,0.0037350942313935233,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6585901837195639
A_linear_pwt_tfp_growth_5y_d_efw_area2,A,pwt_tfp_growth_5y,d_efw_area2,1,0.008879935950893005,0.007432808397049654,0.23287899350157737,542,0.004673099823970206,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6559424983627763
A_linear_pwt_tfp_growth_5y_d_efw_area2,A,pwt_tfp_growth_5y,d_efw_area2,2,0.008419192675347633,0.007737653493433835,0.27736812801378763,438,0.004430631935490672,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6585901837195639
A_linear_pwt_tfp_growth_5y_d_efw_area2,A,pwt_tfp_growth_5y,d_efw_area2,3,0.006170679295761737,0.008606411863490891,0.47404920990074695,340,0.003247343279306072,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.7418243037759423
A_linear_pwt_tfp_growth_5y_d_efw_area3,A,pwt_tfp_growth_5y,d_efw_area3,0,0.008113993137595477,0.004298267494868216,0.05961268228748917,648,0.01276849120659056,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.45424090713468807
A_linear_pwt_tfp_growth_5y_d_efw_area3,A,pwt_tfp_growth_5y,d_efw_area3,1,-0.001579053643887165,0.0034033421075797643,0.6429079924737273,542,-0.0024848594551169353,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.8231170509701509
A_linear_pwt_tfp_growth_5y_d_efw_area3,A,pwt_tfp_growth_5y,d_efw_area3,2,0.004388382065882181,0.004366629150656262,0.31565565018511643,438,0.0069057265478513,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6585901837195639
A_linear_pwt_tfp_growth_5y_d_efw_area3,A,pwt_tfp_growth_5y,d_efw_area3,3,-0.00888537046738474,0.005217178385706109,0.0897874095406117,340,-0.013982360196292011,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.48682341603492446
A_linear_pwt_tfp_growth_5y_d_efw_area4,A,pwt_tfp_growth_5y,d_efw_area4,0,0.010171353358660344,0.006259435451491471,0.10480176821256793,619,0.01127769952009092,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.5009786363483659
A_linear_pwt_tfp_growth_5y_d_efw_area4,A,pwt_tfp_growth_5y,d_efw_area4,1,0.0030588530187392656,0.003663372258738653,0.40422578686899113,516,0.0033915668844689524,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.6929710014614932
A_linear_pwt_tfp_growth_5y_d_efw_area4,A,pwt_tfp_growth_5y,d_efw_area4,2,0.00019092693585822073,0.004201841185941359,0.9637863789259526,417,0.00021169420990249457,"lag_pwt_tfp_growth_5y,lag_gdppc_growth_5y,lag_gdppc_log,lag_efw_summary,trade_gdp,inflation_cpi,gcf_gdp,gov_consumption_gdp",868302632f1f78e806748c2cbf7becc63dcb02d41e25254899706480a7e30feb,0.9893101785676732
